Day,Month,Season,Weekday,Holiday,Daily Weather,Daily Weather (Past),Humidity,Humidity (Past),Windspeed,Windspeed (Past),Apparent Temperature (Avg),Apparent Temperature (Avg) (Past),Rented Bikes,Rented Bikes (Future)
231,August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.68,1.5,2.04,62.97,75.395,100,229
232,August,Summer,Monday,False,rain,partly-cloudy-day,0.92,0.71,1.49,1.5,57.275,62.97,229,310
233,August,Summer,Tuesday,False,rain,rain,0.88,0.92,3.34,1.49,62.925,57.275,310,271
234,August,Summer,Wednesday,False,rain,rain,0.88,0.88,4.69,3.34,61.36,62.925,271,254
235,August,Summer,Thursday,False,partly-cloudy-day,rain,0.82,0.88,2.81,4.69,58.055,61.36,254,287
236,August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.82,2.58,2.81,62.98,58.055,287,104
237,August,Summer,Saturday,False,clear-day,partly-cloudy-day,0.8,0.75,1.08,2.58,65.47,62.98,104,95
238,August,Summer,Sunday,False,partly-cloudy-day,clear-day,0.85,0.8,1.92,1.08,63.135,65.47,95,52
239,August,Summer,Monday,True,rain,partly-cloudy-day,0.93,0.85,2.32,1.92,57.85,63.135,52,249
240,September,Autumn,Tuesday,False,partly-cloudy-day,rain,0.85,0.93,1.33,2.32,56.235,57.85,249,335
241,September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.85,1.14,1.33,55.895,56.235,335,334
242,September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.81,1.59,1.14,55.62,55.895,334,356
243,September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.79,1.62,1.59,53.95,55.62,356,95
244,September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.76,1.59,1.62,50.95,53.95,95,80
245,September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.8,1.41,1.59,56.525,50.95,80,306
246,September,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.73,1.48,1.41,57.44,56.525,306,365
247,September,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.79,1.31,1.48,57.9,57.44,365,381
248,September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.8,2.27,1.31,58.955,57.9,381,346
249,September,Autumn,Thursday,False,clear-day,partly-cloudy-day,0.76,0.77,2.45,2.27,60.82,58.955,346,354
250,September,Autumn,Friday,False,partly-cloudy-day,clear-day,0.72,0.76,2.29,2.45,65.205,60.82,354,105
251,September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.72,2.28,2.29,58.98,65.205,105,91
252,September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.73,1.15,2.28,57.985,58.98,91,320
253,September,Autumn,Monday,False,rain,partly-cloudy-day,0.85,0.79,2.78,1.15,57.26,57.985,320,323
254,September,Autumn,Tuesday,False,partly-cloudy-day,rain,0.83,0.85,3.58,2.78,57.8,57.26,323,287
255,September,Autumn,Wednesday,False,rain,partly-cloudy-day,0.92,0.83,2.46,3.58,53.945,57.8,287,312
256,September,Autumn,Thursday,False,partly-cloudy-day,rain,0.81,0.92,2.41,2.46,58,53.945,312,342
257,September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.81,0.59,2.41,57.79,58,342,105
258,September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.85,0.89,0.59,55.72,57.79,105,107
259,September,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.81,0.79,1.51,0.89,60.77,55.72,107,308
260,September,Autumn,Monday,False,rain,clear-day,0.9,0.81,1.96,1.51,53.435,60.77,308,206
261,September,Autumn,Tuesday,False,rain,rain,0.91,0.9,1.22,1.96,51.935,53.435,206,351
262,September,Autumn,Wednesday,False,clear-day,rain,0.8,0.91,2.53,1.22,59.52,51.935,351,300
263,September,Autumn,Thursday,False,rain,clear-day,0.8,0.8,2.96,2.53,55.285,59.52,300,352
264,September,Autumn,Friday,False,partly-cloudy-day,rain,0.76,0.8,0.98,2.96,52.135,55.285,352,100
265,September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.76,0.86,0.98,54.395,52.135,100,102
266,September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.76,1.81,0.86,54.9,54.395,102,324
267,September,Autumn,Monday,False,clear-day,partly-cloudy-day,0.79,0.79,2.09,1.81,56.705,54.9,324,368
268,September,Autumn,Tuesday,False,partly-cloudy-day,clear-day,0.76,0.79,2.96,2.09,57.325,56.705,368,366
269,September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.76,3.18,2.96,56.63,57.325,366,382
270,October,Autumn,Thursday,False,clear-day,partly-cloudy-day,0.77,0.73,3,3.18,54.695,56.63,382,356
271,October,Autumn,Friday,False,clear-day,clear-day,0.79,0.77,1.37,3,55.2,54.695,356,91
272,October,Autumn,Saturday,False,fog,clear-day,0.86,0.79,0.17,1.37,52.46,55.2,91,108
273,October,Autumn,Sunday,False,clear-day,fog,0.8,0.86,0.71,0.17,58.99,52.46,108,333
274,October,Autumn,Monday,False,rain,clear-day,0.91,0.8,3.2,0.71,61.345,58.99,333,304
275,October,Autumn,Tuesday,False,rain,rain,0.91,0.91,2.18,3.2,61.32,61.345,304,350
276,October,Autumn,Wednesday,False,partly-cloudy-day,rain,0.9,0.91,2.71,2.18,50.66,61.32,350,384
277,October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.9,0.61,2.71,51.505,50.66,384,368
278,October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.81,0.58,0.61,54.64,51.505,368,102
279,October,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.82,1.76,0.58,54.78,54.64,102,98
280,October,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.87,2.16,1.76,52.44,54.78,98,364
281,October,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.79,2.02,2.16,50.36,52.44,364,368
282,October,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.77,3.46,2.02,48.45,50.36,368,357
283,October,Autumn,Wednesday,False,clear-day,partly-cloudy-day,0.82,0.78,3.03,3.46,51.435,48.45,357,346
284,October,Autumn,Thursday,False,partly-cloudy-day,clear-day,0.84,0.82,2.84,3.03,52.55,51.435,346,325
285,October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.84,4.19,2.84,52.855,52.55,325,92
286,October,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.85,3.7,4.19,53.27,52.855,92,96
287,October,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.82,1.74,3.7,55.405,53.27,96,365
288,October,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.86,1.5,1.74,50.87,55.405,365,402
289,October,Autumn,Tuesday,False,clear-day,partly-cloudy-day,0.83,0.86,1,1.5,52.33,50.87,402,175
290,October,Autumn,Wednesday,False,rain,clear-day,0.93,0.83,2.18,1,55.455,52.33,175,355
291,October,Autumn,Thursday,False,partly-cloudy-day,rain,0.8,0.93,2.62,2.18,53.16,55.455,355,312
292,October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.8,0.78,2.62,54.395,53.16,312,63
293,October,Autumn,Saturday,False,rain,partly-cloudy-day,0.85,0.79,1.15,0.78,47.505,54.395,63,80
294,October,Autumn,Sunday,False,clear-day,rain,0.86,0.85,0.19,1.15,47.765,47.505,80,359
295,October,Autumn,Monday,False,fog,clear-day,0.89,0.86,2.28,0.19,56.43,47.765,359,331
296,October,Autumn,Tuesday,False,fog,fog,0.87,0.89,2.02,2.28,59.03,56.43,331,181
297,October,Autumn,Wednesday,False,rain,fog,0.9,0.87,0.86,2.02,54.825,59.03,181,292
298,October,Autumn,Thursday,False,partly-cloudy-day,rain,0.92,0.9,3.16,0.86,56.555,54.825,292,159
299,October,Autumn,Friday,False,rain,partly-cloudy-day,0.89,0.92,3.22,3.16,55.9,56.555,159,81
300,October,Autumn,Saturday,False,fog,rain,0.89,0.89,0.85,3.22,52.635,55.9,81,90
301,November,Autumn,Sunday,False,fog,fog,0.94,0.89,0.12,0.85,50.7,52.635,90,343
302,November,Autumn,Monday,False,fog,fog,0.95,0.94,0.67,0.12,52.28,50.7,343,355
303,November,Autumn,Tuesday,False,fog,fog,0.91,0.95,0.99,0.67,53.9,52.28,355,221
304,November,Autumn,Wednesday,False,rain,fog,0.93,0.91,0.74,0.99,56.55,53.9,221,333
305,November,Autumn,Thursday,False,rain,rain,0.93,0.93,3.56,0.74,57.915,56.55,333,286
306,November,Autumn,Friday,False,partly-cloudy-day,rain,0.92,0.93,4.45,3.56,60.12,57.915,286,49
307,November,Autumn,Saturday,False,rain,partly-cloudy-day,0.91,0.92,4.8,4.45,54.795,60.12,49,84
308,November,Autumn,Sunday,False,partly-cloudy-day,rain,0.91,0.91,3.17,4.8,54.29,54.795,84,323
309,November,Autumn,Monday,False,clear-day,partly-cloudy-day,0.82,0.91,5.87,3.17,57.89,54.29,323,344
310,November,Autumn,Tuesday,False,partly-cloudy-day,clear-day,0.88,0.82,5.19,5.87,58.71,57.89,344,346
311,November,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.88,4.39,5.19,55.135,58.71,346,362
312,November,Autumn,Thursday,False,clear-day,partly-cloudy-day,0.87,0.8,3.41,4.39,53.34,55.135,362,310
313,November,Autumn,Friday,False,partly-cloudy-day,clear-day,0.75,0.87,5.26,3.41,47.905,53.34,310,39
314,November,Autumn,Saturday,False,rain,partly-cloudy-day,0.87,0.75,4.66,5.26,56.535,47.905,39,71
315,November,Autumn,Sunday,False,partly-cloudy-day,rain,0.8,0.87,7.38,4.66,58.15,56.535,71,320
316,November,Autumn,Monday,False,rain,partly-cloudy-day,0.8,0.8,4.68,7.38,54.835,58.15,320,329
317,November,Autumn,Tuesday,False,rain,rain,0.84,0.8,6.46,4.68,55.58,54.835,329,344
318,November,Autumn,Wednesday,False,partly-cloudy-day,rain,0.77,0.84,6.67,6.46,55.49,55.58,344,294
319,November,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.77,3.91,6.67,49.95,55.49,294,309
320,November,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.85,3.05,3.91,39.665,49.95,309,48
321,November,Autumn,Saturday,False,rain,partly-cloudy-day,0.75,0.8,5.98,3.05,32.73,39.665,48,51
322,November,Autumn,Sunday,False,clear-day,rain,0.82,0.75,1.38,5.98,36.795,32.73,51,298
323,November,Autumn,Monday,False,clear-day,clear-day,0.83,0.82,1.28,1.38,42.96,36.795,298,271
324,November,Autumn,Tuesday,False,rain,clear-day,0.9,0.83,3.38,1.28,45.82,42.96,271,332
325,November,Autumn,Wednesday,False,partly-cloudy-day,rain,0.85,0.9,3.12,3.38,47.165,45.82,332,336
326,November,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.91,0.85,0.91,3.12,49.845,47.165,336,288
327,November,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.91,3.39,0.91,44.625,49.845,288,73
328,November,Autumn,Saturday,False,clear-day,partly-cloudy-day,0.8,0.9,4.72,3.39,48.89,44.625,73,52
329,November,Autumn,Sunday,False,partly-cloudy-day,clear-day,0.8,0.8,7.24,4.72,51.52,48.89,52,295
330,November,Autumn,Monday,True,partly-cloudy-day,partly-cloudy-day,0.84,0.8,5.73,7.24,52.985,51.52,295,300
331,December,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.84,4.29,5.73,55.29,52.985,300,362
332,December,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.81,4.91,4.29,54.76,55.29,362,332
333,December,Winter,Thursday,False,rain,partly-cloudy-day,0.84,0.79,5.57,4.91,47.655,54.76,332,297
334,December,Winter,Friday,False,clear-day,rain,0.8,0.84,4.72,5.57,53.13,47.655,297,63
335,December,Winter,Saturday,False,clear-day,clear-day,0.74,0.8,9.24,4.72,54.435,53.13,63,59
336,December,Winter,Sunday,False,partly-cloudy-day,clear-day,0.85,0.74,5.88,9.24,55.83,54.435,59,283
337,December,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.85,3.85,5.88,54.02,55.83,283,291
338,December,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.9,4.37,3.85,47.495,54.02,291,328
339,December,Winter,Wednesday,False,clear-day,partly-cloudy-day,0.82,0.83,3.4,4.37,51.84,47.495,328,297
340,December,Winter,Thursday,False,rain,clear-day,0.83,0.82,5.36,3.4,50.17,51.84,297,274
341,December,Winter,Friday,False,partly-cloudy-day,rain,0.86,0.83,3.24,5.36,45.94,50.17,274,42
342,December,Winter,Saturday,False,clear-day,partly-cloudy-day,0.83,0.86,4.52,3.24,49.36,45.94,42,44
343,December,Winter,Sunday,False,partly-cloudy-day,clear-day,0.93,0.83,0.31,4.52,47.175,49.36,44,302
344,December,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.93,2.02,0.31,49.025,47.175,302,293
345,December,Winter,Tuesday,False,rain,partly-cloudy-day,0.94,0.9,2.4,2.02,53.19,49.025,293,285
346,December,Winter,Wednesday,False,partly-cloudy-day,rain,0.9,0.94,4.68,2.4,56.315,53.19,285,324
347,December,Winter,Thursday,False,clear-day,partly-cloudy-day,0.83,0.9,4.38,4.68,55.29,56.315,324,258
348,December,Winter,Friday,False,partly-cloudy-day,clear-day,0.87,0.83,3.87,4.38,55.25,55.29,258,58
349,December,Winter,Saturday,False,clear-day,partly-cloudy-day,0.83,0.87,5.84,3.87,57.29,55.25,58,55
350,December,Winter,Sunday,False,partly-cloudy-day,clear-day,0.82,0.83,4.98,5.84,48.935,57.29,55,260
351,December,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.82,4.87,4.98,51.71,48.935,260,231
352,December,Winter,Tuesday,False,rain,partly-cloudy-day,0.88,0.87,8.04,4.87,51.805,51.71,231,205
353,December,Winter,Wednesday,False,clear-day,rain,0.79,0.88,4.95,8.04,50.84,51.805,205,64
354,December,Winter,Thursday,False,rain,clear-day,0.79,0.79,6.08,4.95,47.955,50.84,64,77
355,December,Winter,Friday,True,clear-day,rain,0.88,0.79,4,6.08,56.64,47.955,77,51
356,December,Winter,Saturday,True,partly-cloudy-day,clear-day,0.81,0.88,7.28,4,57.285,56.64,51,44
357,December,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.81,5.23,7.28,52.705,57.285,44,57
358,December,Winter,Monday,True,clear-day,partly-cloudy-day,0.81,0.87,3.88,5.23,52.56,52.705,57,111
359,December,Winter,Tuesday,False,partly-cloudy-day,clear-day,0.84,0.81,4.24,3.88,49.965,52.56,111,73
360,December,Winter,Wednesday,False,rain,partly-cloudy-day,0.78,0.84,8.17,4.24,48.66,49.965,73,65
361,December,Winter,Thursday,False,rain,rain,0.79,0.78,5.62,8.17,42.915,48.66,65,38
362,January,Winter,Friday,True,clear-day,rain,0.88,0.79,3.28,5.62,42.7,42.915,38,26
363,January,Winter,Saturday,True,partly-cloudy-day,clear-day,0.92,0.88,3.87,3.28,46.395,42.7,26,29
364,January,Winter,Sunday,False,rain,partly-cloudy-day,0.9,0.92,3.12,3.87,44.68,46.395,29,283
365,January,Winter,Monday,True,clear-day,rain,0.91,0.9,2.79,3.12,45.945,44.68,283,308
366,January,Winter,Tuesday,False,partly-cloudy-day,clear-day,0.92,0.91,1.27,2.79,45.365,45.945,308,310
367,January,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.94,0.92,0.19,1.27,43.82,45.365,310,227
368,January,Winter,Thursday,False,rain,partly-cloudy-day,0.85,0.94,2.99,0.19,41.995,43.82,227,296
369,January,Winter,Friday,False,clear-day,rain,0.87,0.85,2.31,2.99,44.66,41.995,296,38
370,January,Winter,Saturday,False,rain,clear-day,0.9,0.87,4.51,2.31,44.835,44.66,38,58
371,January,Winter,Sunday,False,partly-cloudy-day,rain,0.86,0.9,4.01,4.51,41.455,44.835,58,313
372,January,Winter,Monday,False,rain,partly-cloudy-day,0.91,0.86,1.86,4.01,39.29,41.455,313,308
373,January,Winter,Tuesday,False,clear-day,rain,0.85,0.91,5.75,1.86,37,39.29,308,333
374,January,Winter,Wednesday,False,clear-day,clear-day,0.81,0.85,3.03,5.75,37.3,37,333,339
375,January,Winter,Thursday,False,partly-cloudy-day,clear-day,0.81,0.81,4.8,3.03,33.03,37.3,339,282
376,January,Winter,Friday,False,clear-day,partly-cloudy-day,0.79,0.81,4.61,4.8,35,33.03,282,72
377,January,Winter,Saturday,False,clear-day,clear-day,0.84,0.79,1.63,4.61,36.805,35,72,71
378,January,Winter,Sunday,False,fog,clear-day,0.87,0.84,1.83,1.63,37.02,36.805,71,326
379,January,Winter,Monday,False,partly-cloudy-day,fog,0.82,0.87,2.95,1.83,32.355,37.02,326,327
380,January,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.79,0.82,0.02,2.95,32.34,32.355,327,345
381,January,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.85,0.79,0.16,0.02,35.55,32.34,345,319
382,January,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.85,2.54,0.16,40.335,35.55,319,238
383,January,Winter,Friday,False,rain,partly-cloudy-day,0.87,0.83,3.49,2.54,45.5,40.335,238,71
384,January,Winter,Saturday,False,clear-day,rain,0.91,0.87,2.73,3.49,46.925,45.5,71,63
385,January,Winter,Sunday,False,partly-cloudy-day,clear-day,0.93,0.91,3.76,2.73,52.405,46.925,63,336
386,January,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.93,4.34,3.76,48.29,52.405,336,316
387,January,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.83,6.86,4.34,51.58,48.29,316,321
388,January,Winter,Wednesday,False,rain,partly-cloudy-day,0.88,0.88,7.35,6.86,45.35,51.58,321,309
389,January,Winter,Thursday,False,partly-cloudy-day,rain,0.77,0.88,4.09,7.35,44.53,45.35,309,288
390,January,Winter,Friday,False,rain,partly-cloudy-day,0.85,0.77,8.68,4.09,48.505,44.53,288,50
391,January,Winter,Saturday,False,partly-cloudy-day,rain,0.76,0.85,5.5,8.68,40.92,48.505,50,43
392,January,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.76,4.18,5.5,54.075,40.92,43,321
393,February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.86,8.3,4.18,50.675,54.075,321,313
394,February,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.77,6.4,8.3,39.695,50.675,313,327
395,February,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.7,3.99,6.4,41.57,39.695,327,332
396,February,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.76,3.87,3.99,51.915,41.57,332,286
397,February,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.83,5.38,3.87,48.96,51.915,286,52
398,February,Winter,Saturday,False,rain,partly-cloudy-day,0.84,0.86,8.34,5.38,45.425,48.96,52,51
399,February,Winter,Sunday,False,rain,rain,0.81,0.84,6.35,8.34,42.765,45.425,51,279
400,February,Winter,Monday,False,partly-cloudy-day,rain,0.75,0.81,9.4,6.35,41.07,42.765,279,305
401,February,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.77,0.75,3.64,9.4,38.95,41.07,305,317
402,February,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.8,0.77,3.36,3.64,38.11,38.95,317,318
403,February,Winter,Thursday,False,clear-day,partly-cloudy-day,0.8,0.8,0.77,3.36,40.99,38.11,318,307
404,February,Winter,Friday,False,partly-cloudy-day,clear-day,0.87,0.8,2.16,0.77,37.25,40.99,307,52
405,February,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.87,3.28,2.16,35.515,37.25,52,52
406,February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.9,4.21,3.28,34.35,35.515,52,314
407,February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.8,4.09,4.21,33.835,34.35,314,305
408,February,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.81,0.79,1.52,4.09,39.91,33.835,305,287
409,February,Winter,Wednesday,False,rain,clear-day,0.8,0.81,2.91,1.52,38.765,39.91,287,295
410,February,Winter,Thursday,False,partly-cloudy-day,rain,0.81,0.8,1.99,2.91,37.355,38.765,295,245
411,February,Winter,Friday,False,clear-day,partly-cloudy-day,0.84,0.81,3.48,1.99,44.305,37.355,245,49
412,February,Winter,Saturday,False,partly-cloudy-day,clear-day,0.86,0.84,6.63,3.48,52.765,44.305,49,50
413,February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.86,7.01,6.63,51.92,52.765,50,310
414,February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.85,2.77,7.01,43.16,51.92,310,353
415,February,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.8,1.58,2.77,37.775,43.16,353,347
416,February,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.75,0.51,1.58,37.175,37.775,347,334
417,February,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.75,1.11,0.51,36.71,37.175,334,286
418,February,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.76,1.99,1.11,39.52,36.71,286,52
419,February,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.72,4.09,1.99,36.015,39.52,52,52
420,February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.67,4.79,4.09,37.215,36.015,52,330
421,February,Winter,Monday,False,clear-day,partly-cloudy-day,0.72,0.69,0.7,4.79,42.04,37.215,330,305
422,March,Spring,Tuesday,False,rain,clear-day,0.86,0.72,5.36,0.7,44.71,42.04,305,302
423,March,Spring,Wednesday,False,clear-day,rain,0.78,0.86,6.26,5.36,36.355,44.71,302,350
424,March,Spring,Thursday,False,rain,clear-day,0.73,0.78,3.16,6.26,40.82,36.355,350,303
425,March,Spring,Friday,False,clear-day,rain,0.75,0.73,2.79,3.16,38.24,40.82,303,54
426,March,Spring,Saturday,False,partly-cloudy-day,clear-day,0.85,0.75,2.93,2.79,34.925,38.24,54,63
427,March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.85,2.64,2.93,37.13,34.925,63,372
428,March,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.79,3.42,2.64,35.47,37.13,372,374
429,March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.71,2.46,3.42,43.45,35.47,374,267
430,March,Spring,Wednesday,False,rain,partly-cloudy-day,0.89,0.78,2.58,2.46,43.61,43.45,267,336
431,March,Spring,Thursday,False,fog,rain,0.87,0.89,1.55,2.58,40.055,43.61,336,310
432,March,Spring,Friday,False,fog,fog,0.83,0.87,0.63,1.55,43.665,40.055,310,81
433,March,Spring,Saturday,False,fog,fog,0.83,0.83,0.15,0.63,44.53,43.665,81,72
434,March,Spring,Sunday,False,fog,fog,0.82,0.83,2.7,0.15,42.61,44.53,72,380
435,March,Spring,Monday,False,partly-cloudy-day,fog,0.71,0.82,4.95,2.7,43.395,42.61,380,365
436,March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.71,3.06,4.95,43.405,43.395,365,359
437,March,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.87,4.98,3.06,39.86,43.405,359,369
438,March,Spring,Thursday,True,clear-day,partly-cloudy-day,0.74,0.77,2.47,4.98,44.31,39.86,369,273
439,March,Spring,Friday,False,partly-cloudy-day,clear-day,0.85,0.74,2.87,2.47,42.125,44.31,273,80
440,March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.85,3.96,2.87,42.555,42.125,80,80
441,March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.77,2.83,3.96,47.075,42.555,80,379
442,March,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.76,1.72,2.83,43.46,47.075,379,362
443,March,Spring,Tuesday,False,clear-day,partly-cloudy-day,0.71,0.74,0.54,1.72,49.27,43.46,362,363
444,March,Spring,Wednesday,False,partly-cloudy-day,clear-day,0.72,0.71,0.52,0.54,46.05,49.27,363,342
445,March,Spring,Thursday,False,rain,partly-cloudy-day,0.81,0.72,3.27,0.52,48.265,46.05,342,72
446,March,Spring,Friday,True,clear-day,rain,0.72,0.81,1.8,3.27,50.855,48.265,72,53
447,March,Spring,Saturday,False,rain,clear-day,0.86,0.72,6.4,1.8,48.035,50.855,53,36
448,March,Spring,Sunday,False,rain,rain,0.82,0.86,5.97,6.4,42.955,48.035,36,55
449,March,Spring,Monday,True,rain,rain,0.77,0.82,7.56,5.97,46.035,42.955,55,296
450,March,Spring,Tuesday,False,rain,rain,0.76,0.77,4.79,7.56,46.595,46.035,296,343
451,March,Spring,Wednesday,False,partly-cloudy-day,rain,0.75,0.76,2.68,4.79,47.25,46.595,343,361
452,March,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.75,1.79,2.68,43.44,47.25,361,300
453,April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.71,2.78,1.79,50.315,43.44,300,74
454,April,Spring,Saturday,False,fog,partly-cloudy-day,0.67,0.73,2.96,2.78,52.035,50.315,74,89
455,April,Spring,Sunday,False,rain,fog,0.8,0.67,2.25,2.96,54.055,52.035,89,339
456,April,Spring,Monday,False,partly-cloudy-day,rain,0.83,0.8,3.26,2.25,50.025,54.055,339,337
457,April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.83,2.16,3.26,50.05,50.025,337,324
458,April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.73,5.21,2.16,46.15,50.05,324,312
459,April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.72,3.92,5.21,44.98,46.15,312,298
460,April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.79,1.57,3.92,49.43,44.98,298,74
461,April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.79,2.9,1.57,43.5,49.43,74,68
462,April,Spring,Sunday,False,clear-day,partly-cloudy-day,0.71,0.78,3.8,2.9,49.94,43.5,68,368
463,April,Spring,Monday,False,partly-cloudy-day,clear-day,0.82,0.71,1.65,3.8,52.02,49.94,368,352
464,April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.82,1.7,1.65,50.37,52.02,352,376
465,April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.72,0.57,1.7,53.755,50.37,376,377
466,April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.68,1.47,0.57,54.99,53.755,377,196
467,April,Spring,Friday,False,rain,partly-cloudy-day,0.9,0.7,0.45,1.47,47.26,54.99,196,66
468,April,Spring,Saturday,False,partly-cloudy-day,rain,0.8,0.9,2.94,0.45,39.545,47.26,66,92
469,April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.8,1.47,2.94,45.195,39.545,92,344
470,April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.68,2.8,1.47,50.54,45.195,344,404
