Month,Season,Weekday,Holiday,Daily Weather,Daily Weather (Past),Humidity,Humidity (Past),Windspeed,Windspeed (Past),Apparent Temperature (Avg),Apparent Temperature (Avg) (Past),Rented Bikes,Rented Bikes (Future)
October,Autumn,Wednesday,False,partly-cloudy-day,clear-day,0.8,0.75,7.42,6.14,66.655,59.145,353,389
October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.8,10.31,7.42,63.47,66.655,389,348
October,Autumn,Friday,False,wind,partly-cloudy-day,0.71,0.8,15.63,10.31,68.055,63.47,348,83
October,Autumn,Saturday,False,wind,wind,0.67,0.71,14.05,15.63,66.235,68.055,83,40
October,Autumn,Sunday,False,partly-cloudy-day,wind,0.89,0.67,4.74,14.05,54.42,66.235,40,301
October,Autumn,Monday,False,fog,partly-cloudy-day,0.95,0.89,6.15,4.74,57.635,54.42,301,386
October,Autumn,Tuesday,False,fog,fog,0.86,0.95,5.77,6.15,60.375,57.635,386,333
October,Autumn,Wednesday,False,partly-cloudy-day,fog,0.9,0.86,2.22,5.77,53.7,60.375,333,364
October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.9,6.87,2.22,50.035,53.7,364,325
October,Autumn,Friday,False,clear-day,partly-cloudy-day,0.8,0.8,3.14,6.87,51.435,50.035,325,95
October,Autumn,Saturday,False,clear-day,clear-day,0.8,0.8,3.64,3.14,55.035,51.435,95,77
October,Autumn,Sunday,False,clear-day,clear-day,0.8,0.8,4.17,3.64,53.105,55.035,77,332
October,Autumn,Monday,False,clear-day,clear-day,0.66,0.8,7.08,4.17,46.825,53.105,332,347
October,Autumn,Tuesday,False,clear-day,clear-day,0.75,0.66,8.81,7.08,56.735,46.825,347,389
October,Autumn,Wednesday,False,partly-cloudy-day,clear-day,0.8,0.75,7.35,8.81,51.205,56.735,389,345
October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.8,5.87,7.35,50.685,51.205,345,237
October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.82,9.58,5.87,40.465,50.685,237,49
October,Autumn,Saturday,False,clear-day,partly-cloudy-day,0.77,0.75,9.72,9.58,35.77,40.465,49,46
October,Autumn,Sunday,False,partly-cloudy-day,clear-day,0.81,0.77,9.67,9.72,37.29,35.77,46,360
October,Autumn,Monday,False,clear-day,partly-cloudy-day,0.78,0.81,7.89,9.67,22.06,37.29,360,339
October,Autumn,Tuesday,False,partly-cloudy-day,clear-day,0.81,0.78,8.78,7.89,15.935,22.06,339,283
November,Autumn,Wednesday,False,partly-cloudy-day,fog,0.86,0.88,12.62,7.99,47.39,56.325,283,373
November,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.86,8.85,12.62,48.73,47.39,373,284
November,Autumn,Friday,False,wind,partly-cloudy-day,0.85,0.78,10.51,8.85,51.015,48.73,284,42
November,Autumn,Saturday,False,partly-cloudy-day,wind,0.9,0.85,8.41,10.51,51.42,51.015,42,60
November,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.9,8.76,8.41,50.995,51.42,60,356
November,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.82,8.98,8.76,49.945,50.995,356,369
November,Autumn,Tuesday,False,clear-day,partly-cloudy-day,0.8,0.84,8.64,8.98,51.77,49.945,369,383
November,Autumn,Wednesday,False,partly-cloudy-day,clear-day,0.83,0.8,7.56,8.64,54.11,51.77,383,400
November,Autumn,Thursday,False,fog,partly-cloudy-day,0.93,0.83,5.9,7.56,54.27,54.11,400,296
November,Autumn,Friday,False,fog,fog,0.97,0.93,5.99,5.9,45.335,54.27,296,76
November,Autumn,Saturday,False,partly-cloudy-day,fog,0.85,0.97,9.7,5.99,43.62,45.335,76,39
November,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.78,0.85,9.47,9.7,44.44,43.62,39,277
November,Autumn,Monday,False,partly-cloudy-day,clear-day,0.76,0.78,12.24,9.47,37.195,44.44,277,282
November,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.76,9.86,12.24,31.89,37.195,282,325
November,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.85,6.4,9.86,34.9,31.89,325,288
November,Autumn,Thursday,False,clear-day,partly-cloudy-day,0.91,0.86,3.31,6.4,37.44,34.9,288,275
November,Autumn,Friday,False,fog,clear-day,0.91,0.91,6.25,3.31,42.72,37.44,275,45
November,Autumn,Saturday,False,partly-cloudy-day,fog,0.87,0.91,9.1,6.25,41.485,42.72,45,55
November,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.87,8.58,9.1,39.6,41.485,55,342
November,Autumn,Monday,False,fog,partly-cloudy-day,0.85,0.83,6.48,8.58,38.29,39.6,342,300
November,Autumn,Tuesday,False,fog,fog,0.94,0.85,5.81,6.48,45.435,38.29,300,265
November,Autumn,Wednesday,False,wind,fog,0.92,0.94,12.75,5.81,55.005,45.435,265,266
November,Autumn,Thursday,False,wind,wind,0.83,0.92,15.09,12.75,48.98,55.005,266,258
November,Autumn,Friday,True,clear-day,wind,0.8,0.83,9.89,15.09,45.835,48.98,258,58
December,Winter,Saturday,False,partly-cloudy-day,clear-day,0.89,0.8,9.27,9.89,54.02,45.835,58,66
December,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.89,13.22,9.27,55.195,54.02,66,309
December,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.87,11.32,13.22,44.59,55.195,309,331
December,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.85,0.81,2.71,11.32,42.055,44.59,331,277
December,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.93,0.85,6.46,2.71,53.155,42.055,277,236
December,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.89,0.93,10.96,6.46,54.795,53.155,236,134
December,Winter,Friday,False,wind,partly-cloudy-day,0.83,0.89,14.73,10.96,46.06,54.795,134,58
December,Winter,Saturday,False,wind,wind,0.76,0.83,18.88,14.73,47.4,46.06,58,59
December,Winter,Sunday,False,wind,wind,0.75,0.76,14.82,18.88,44.325,47.4,59,348
December,Winter,Monday,False,partly-cloudy-day,wind,0.82,0.75,8.03,14.82,40.195,44.325,348,344
December,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.88,0.82,2.83,8.03,41.47,40.195,344,318
December,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.79,0.88,8.78,2.83,33.35,41.47,318,312
December,Winter,Thursday,False,clear-day,partly-cloudy-day,0.79,0.79,10.39,8.78,31.095,33.35,312,252
December,Winter,Friday,False,partly-cloudy-day,clear-day,0.77,0.79,2.75,10.39,31.81,31.095,252,32
December,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.77,13.24,2.75,33.584999999999994,31.81,32,28
December,Winter,Sunday,False,clear-day,partly-cloudy-day,0.89,0.8,5.91,13.24,39.74,33.584999999999994,28,307
December,Winter,Monday,False,clear-day,clear-day,0.87,0.89,7.8,5.91,47.22,39.74,307,272
December,Winter,Tuesday,False,partly-cloudy-day,clear-day,0.83,0.87,13.32,7.8,44.555,47.22,272,245
December,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.83,8.36,13.32,41.125,44.555,245,249
December,Winter,Thursday,False,clear-day,partly-cloudy-day,0.83,0.87,9.99,8.36,46.63,41.125,249,170
December,Winter,Friday,False,wind,clear-day,0.81,0.83,14.2,9.99,49.465,46.63,170,49
December,Winter,Saturday,False,clear-day,wind,0.81,0.81,11.81,14.2,46.93,49.465,49,24
December,Winter,Sunday,False,partly-cloudy-day,clear-day,0.92,0.81,3.28,11.81,47.26,46.93,24,44
December,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.89,0.92,2.35,3.28,38.175,47.26,44,116
December,Winter,Tuesday,True,cloudy,partly-cloudy-day,0.93,0.89,2.24,2.35,44.99500000000001,38.175,116,36
December,Winter,Wednesday,True,fog,cloudy,0.92,0.93,3.4,2.24,41.835,44.99500000000001,36,62
December,Winter,Thursday,False,fog,fog,0.91,0.92,1.14,3.4,42.605,41.835,62,57
December,Winter,Friday,False,partly-cloudy-day,fog,0.87,0.91,4.52,1.14,47.55,42.605,57,36
December,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.87,9.17,4.52,47.83,47.55,36,35
December,Winter,Sunday,False,fog,partly-cloudy-day,0.93,0.87,6.68,9.17,47.74,47.83,35,63
December,Winter,Monday,False,cloudy,fog,0.8,0.93,7.42,6.68,43.96,47.74,63,43
January,Winter,Tuesday,True,partly-cloudy-day,cloudy,0.77,0.8,6.5,7.42,43.13500000000001,43.96,43,226
January,Winter,Wednesday,True,cloudy,partly-cloudy-day,0.74,0.77,5.68,6.5,37.87,43.13500000000001,226,257
January,Winter,Thursday,False,partly-cloudy-day,cloudy,0.71,0.74,3.68,5.68,36.045,37.87,257,226
January,Winter,Friday,False,clear-day,partly-cloudy-day,0.75,0.71,3.66,3.68,34.239999999999995,36.045,226,41
January,Winter,Saturday,False,cloudy,clear-day,0.77,0.75,6.4,3.66,37.735,34.239999999999995,41,39
January,Winter,Sunday,False,partly-cloudy-day,cloudy,0.8,0.77,5.73,6.4,44.795,37.735,39,333
January,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.8,10.25,5.73,44.795,44.795,333,344
January,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.7,0.82,11.33,10.25,37.125,44.795,344,349
January,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.78,0.7,9.19,11.33,32.105000000000004,37.125,349,317
January,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.78,5.41,9.19,37.645,32.105000000000004,317,262
January,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.87,5.85,5.41,42.61,37.645,262,45
January,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.83,11.78,5.85,46.605,42.61,45,33
January,Winter,Sunday,False,clear-day,partly-cloudy-day,0.75,0.78,15.29,11.78,46.38,46.605,33,315
January,Winter,Monday,False,partly-cloudy-day,clear-day,0.69,0.75,10.44,15.29,37.795,46.38,315,341
January,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.69,9.48,10.44,43.05,37.795,341,263
January,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.89,0.81,10.37,9.48,37.71,43.05,263,257
January,Winter,Thursday,False,clear-day,partly-cloudy-day,0.76,0.89,8.71,10.37,30.33,37.71,257,250
January,Winter,Friday,False,clear-day,clear-day,0.75,0.76,6.06,8.71,34.285,30.33,250,44
January,Winter,Saturday,False,partly-cloudy-day,clear-day,0.81,0.75,8.63,6.06,32.37,34.285,44,51
January,Winter,Sunday,False,clear-day,partly-cloudy-day,0.81,0.81,3.56,8.63,33.035,32.37,51,303
January,Winter,Monday,False,partly-cloudy-day,clear-day,0.85,0.81,4.43,3.56,32.83,33.035,303,333
January,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.86,0.85,6.18,4.43,32.15,32.83,333,272
January,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.87,0.86,6.73,6.18,28.34,32.15,272,279
January,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.87,3.08,6.73,37.03,28.34,279,206
January,Winter,Friday,False,fog,partly-cloudy-day,0.9,0.9,6.93,3.08,46.32,37.03,206,36
January,Winter,Saturday,False,partly-cloudy-day,fog,0.85,0.9,12.79,6.93,40.02,46.32,36,30
January,Winter,Sunday,False,wind,partly-cloudy-day,0.75,0.85,15.54,12.79,31.05,40.02,30,306
January,Winter,Monday,False,clear-day,wind,0.66,0.75,10.18,15.54,28.715000000000003,31.05,306,309
January,Winter,Tuesday,False,partly-cloudy-day,clear-day,0.82,0.66,3.8,10.18,30.835,28.715000000000003,309,298
January,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.82,5.6,3.8,28.595,30.835,298,255
January,Winter,Thursday,False,clear-day,partly-cloudy-day,0.86,0.83,7.25,5.6,27.07,28.595,255,134
February,Winter,Friday,False,partly-cloudy-day,clear-day,0.91,0.86,11.48,7.25,27.555,27.07,134,34
February,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.91,10.45,11.48,27.795,27.555,34,46
February,Winter,Sunday,False,clear-day,partly-cloudy-day,0.76,0.8,5.48,10.45,35.43,27.795,46,205
February,Winter,Monday,False,fog,clear-day,0.9,0.76,10.48,5.48,42.53,35.43,205,297
February,Winter,Tuesday,False,fog,fog,0.95,0.9,7.44,10.48,40.115,42.53,297,287
February,Winter,Wednesday,False,wind,fog,0.9,0.95,6.55,7.44,43.54,40.115,287,339
February,Winter,Thursday,False,wind,wind,0.73,0.9,16.91,6.55,40.925,43.54,339,200
February,Winter,Friday,False,wind,wind,0.87,0.73,17.53,16.91,44.025,40.925,200,45
February,Winter,Saturday,False,wind,wind,0.71,0.87,17.96,17.53,44.52,44.025,45,37
February,Winter,Sunday,False,partly-cloudy-day,wind,0.85,0.71,8.71,17.96,35.765,44.52,37,320
February,Winter,Monday,False,clear-day,partly-cloudy-day,0.76,0.85,4.35,8.71,37.98,35.765,320,332
February,Winter,Tuesday,False,partly-cloudy-day,clear-day,0.82,0.76,7.0,4.35,45.56,37.98,332,343
February,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.82,7.66,7.0,43.365,45.56,343,310
February,Winter,Thursday,False,clear-day,partly-cloudy-day,0.8,0.85,3.86,7.66,43.575,43.365,310,268
February,Winter,Friday,False,cloudy,clear-day,0.77,0.8,4.16,3.86,46.365,43.575,268,56
February,Winter,Saturday,False,partly-cloudy-day,cloudy,0.91,0.77,6.34,4.16,45.18,46.365,56,62
February,Winter,Sunday,False,clear-day,partly-cloudy-day,0.84,0.91,7.46,6.34,50.45,45.18,62,291
February,Winter,Monday,False,partly-cloudy-day,clear-day,0.88,0.84,7.84,7.46,39.64,50.45,291,321
February,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.8,0.88,9.06,7.84,46.045,39.64,321,312
February,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.8,0.8,10.0,9.06,48.36,46.045,312,298
February,Winter,Thursday,False,fog,partly-cloudy-day,0.82,0.8,7.69,10.0,49.325,48.36,298,233
February,Winter,Friday,False,fog,fog,0.89,0.82,2.96,7.69,49.07,49.325,233,53
February,Winter,Saturday,False,fog,fog,0.83,0.89,4.83,2.96,48.12000000000001,49.07,53,46
February,Winter,Sunday,False,partly-cloudy-day,fog,0.73,0.83,3.2,4.83,48.74,48.12000000000001,46,336
February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.6,0.73,3.64,3.2,50.815,48.74,336,370
February,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.62,0.6,3.29,3.64,51.765,50.815,370,342
February,Winter,Wednesday,False,clear-day,clear-day,0.71,0.62,2.76,3.29,52.64,51.765,342,325
February,Winter,Thursday,False,fog,clear-day,0.87,0.71,8.12,2.76,49.215,52.64,325,300
March,Spring,Friday,False,partly-cloudy-day,fog,0.82,0.87,4.88,8.12,47.51,49.215,300,69
March,Spring,Saturday,False,wind,partly-cloudy-day,0.84,0.82,10.17,4.88,51.345,47.51,69,30
March,Spring,Sunday,False,wind,wind,0.84,0.84,16.54,10.17,43.045,51.345,30,353
March,Spring,Monday,False,partly-cloudy-day,wind,0.76,0.84,14.23,16.54,41.135,43.045,353,348
March,Spring,Tuesday,False,clear-day,partly-cloudy-day,0.76,0.76,10.29,14.23,47.92,41.135,348,290
March,Spring,Wednesday,False,partly-cloudy-day,clear-day,0.85,0.76,14.22,10.29,44.875,47.92,290,317
March,Spring,Thursday,False,wind,partly-cloudy-day,0.73,0.85,17.86,14.22,43.76000000000001,44.875,317,279
March,Spring,Friday,False,clear-day,wind,0.8,0.73,10.03,17.86,42.645,43.76000000000001,279,52
March,Spring,Saturday,False,wind,clear-day,0.71,0.8,14.65,10.03,46.14,42.645,52,38
March,Spring,Sunday,False,wind,wind,0.74,0.71,13.12,14.65,39.315,46.14,38,314
March,Spring,Monday,False,wind,wind,0.61,0.74,13.51,13.12,44.65000000000001,39.315,314,266
March,Spring,Tuesday,False,wind,wind,0.84,0.61,15.8,13.51,37.8,44.65000000000001,266,297
March,Spring,Wednesday,False,wind,wind,0.64,0.84,19.48,15.8,45.13,37.8,297,238
March,Spring,Thursday,False,wind,wind,0.71,0.64,16.31,19.48,50.685,45.13,238,258
March,Spring,Friday,False,wind,wind,0.8,0.71,19.56,16.31,54.26000000000001,50.685,258,28
March,Spring,Saturday,False,wind,wind,0.8,0.8,20.5,19.56,42.86,54.26000000000001,28,41
March,Spring,Sunday,True,partly-cloudy-day,wind,0.74,0.8,13.56,20.5,38.345,42.86,41,327
March,Spring,Monday,True,clear-day,partly-cloudy-day,0.74,0.74,7.6,13.56,46.57,38.345,327,323
March,Spring,Tuesday,False,partly-cloudy-day,clear-day,0.83,0.74,6.26,7.6,50.315,46.57,323,33
